user_id,username,full_name,email,country,age,signup_date,activity_score
782,jordan.brown.782,Jordan Brown,jordan.brown.782@example.com,US,21,2013-03-29,0.756
783,riley.kim.783,Riley Kim,riley.kim.783@example.com,UK,65,2024-03-22,0.367
784,riley.davis.784,Riley Davis,riley.davis.784@network.io,CA,30,2013-03-01,0.694
785,casey.kim.785,Casey Kim,casey.kim.785@social.net,BR,20,2023-09-12,0.621
786,taylor.smith.786,Taylor Smith,taylor.smith.786@example.com,DE,54,2015-03-09,0.988
787,taylor.kim.787,Taylor Kim,taylor.kim.787@social.net,US,55,2014-04-23,0.948
788,sam.garcia.788,Sam Garcia,sam.garcia.788@network.io,US,46,2016-01-26,0.873
789,jordan.brown.789,Jordan Brown,jordan.brown.789@social.net,CA,27,2024-03-06,0.22
790,casey.garcia.790,Casey Garcia,casey.garcia.790@social.net,IN,42,2023-08-14,0.834
791,riley.brown.791,Riley Brown,riley.brown.791@mail.com,BR,64,2012-06-07,0.945
792,riley.garcia.792,Riley Garcia,riley.garcia.792@mail.com,IN,29,2022-12-01,0.997
793,taylor.brown.793,Taylor Brown,taylor.brown.793@example.com,AU,39,2024-02-06,0.715
794,morgan.patel.794,Morgan Patel,morgan.patel.794@example.com,IN,22,2010-04-24,0.873
795,riley.davis.795,Riley Davis,riley.davis.795@example.com,CA,34,2022-12-13,0.663
796,casey.kim.796,Casey Kim,casey.kim.796@example.com,SG,46,2021-06-22,0.927
797,sam.kim.797,Sam Kim,sam.kim.797@mail.com,UK,60,2015-02-05,0.523
798,taylor.lee.798,Taylor Lee,taylor.lee.798@social.net,UK,47,2022-05-12,0.568
799,morgan.garcia.799,Morgan Garcia,morgan.garcia.799@mail.com,BR,42,2021-10-22,0.705
800,sam.davis.800,Sam Davis,sam.davis.800@mail.com,IN,23,2022-08-17,0.475
802,taylor.nguyen.802,Taylor Nguyen,taylor.nguyen.802@network.io,DE,45,2021-05-22,0.476
803,alex.kim.803,Alex Kim,alex.kim.803@example.com,US,27,2021-12-03,0.668
804,sam.nguyen.804,Sam Nguyen,sam.nguyen.804@social.net,CA,29,2013-08-12,0.902
805,morgan.lee.805,Morgan Lee,morgan.lee.805@mail.com,IN,54,2022-04-25,0.995
806,avery.lee.806,Avery Lee,avery.lee.806@example.com,US,37,2010-06-08,0.613
807,alex.patel.807,Alex Patel,alex.patel.807@network.io,US,19,2017-06-02,0.339
808,avery.davis.808,Avery Davis,avery.davis.808@example.com,AU,59,2021-08-20,0.553
809,morgan.kim.809,Morgan Kim,morgan.kim.809@social.net,UK,44,2019-05-19,0.719
810,alex.lee.810,Alex Lee,alex.lee.810@social.net,UK,41,2020-01-20,0.813
811,morgan.kim.811,Morgan Kim,morgan.kim.811@network.io,CA,39,2017-10-08,0.927
812,casey.brown.812,Casey Brown,casey.brown.812@social.net,US,52,2023-11-17,0.673
813,taylor.kim.813,Taylor Kim,taylor.kim.813@mail.com,IN,65,2024-07-08,0.649
814,taylor.garcia.814,Taylor Garcia,taylor.garcia.814@example.com,BR,27,2023-05-12,0.423
815,avery.lee.815,Avery Lee,avery.lee.815@mail.com,UK,47,2020-10-22,0.963
816,sam.brown.816,Sam Brown,sam.brown.816@mail.com,BR,61,2019-09-10,0.326
817,taylor.nguyen.817,Taylor Nguyen,taylor.nguyen.817@example.com,CA,57,2024-03-24,0.239
818,jordan.smith.818,Jordan Smith,jordan.smith.818@example.com,AU,52,2012-01-08,0.483
819,avery.davis.819,Avery Davis,avery.davis.819@example.com,BR,26,2010-06-30,0.823
820,taylor.nguyen.820,Taylor Nguyen,taylor.nguyen.820@mail.com,IN,50,2013-01-31,0.977
821,riley.lee.821,Riley Lee,riley.lee.821@network.io,UK,22,2024-06-25,0.384
822,riley.davis.822,Riley Davis,riley.davis.822@example.com,IN,61,2017-11-15,0.358
823,morgan.patel.823,Morgan Patel,morgan.patel.823@social.net,BR,19,2024-07-05,0.424
824,sam.garcia.824,Sam Garcia,sam.garcia.824@example.com,SG,40,2013-03-25,0.912
825,jordan.davis.825,Jordan Davis,jordan.davis.825@network.io,AU,56,2014-08-12,0.605
826,morgan.smith.826,Morgan Smith,morgan.smith.826@network.io,UK,50,2022-07-11,0.212
827,morgan.lee.827,Morgan Lee,morgan.lee.827@mail.com,US,32,2023-10-27,0.566
828,taylor.davis.828,Taylor Davis,taylor.davis.828@social.net,DE,41,2010-10-17,0.432
829,casey.nguyen.829,Casey Nguyen,casey.nguyen.829@social.net,AU,38,2012-05-06,0.961
830,avery.smith.830,Avery Smith,avery.smith.830@social.net,UK,49,2019-08-25,0.729
831,jordan.kim.831,Jordan Kim,jordan.kim.831@network.io,SG,19,2018-05-25,0.982
832,jordan.brown.832,Jordan Brown,jordan.brown.832@network.io,IN,23,2010-06-29,0.31
833,riley.brown.833,Riley Brown,riley.brown.833@social.net,IN,32,2023-10-27,0.683
834,alex.kim.834,Alex Kim,alex.kim.834@social.net,US,20,2019-06-10,0.267
835,taylor.lee.835,Taylor Lee,taylor.lee.835@mail.com,US,34,2020-10-11,0.827
836,riley.brown.836,Riley Brown,riley.brown.836@social.net,CA,23,2019-05-24,0.632
837,sam.brown.837,Sam Brown,sam.brown.837@mail.com,IN,30,2010-04-04,0.315
838,sam.nguyen.838,Sam Nguyen,sam.nguyen.838@network.io,CA,56,2024-12-13,0.848
839,casey.smith.839,Casey Smith,casey.smith.839@social.net,SG,64,2024-07-11,0.311
840,alex.brown.840,Alex Brown,alex.brown.840@mail.com,BR,58,2024-01-16,0.629
841,sam.smith.841,Sam Smith,sam.smith.841@network.io,IN,50,2022-10-03,0.963
842,sam.davis.842,Sam Davis,sam.davis.842@mail.com,AU,53,2023-09-22,0.991
843,casey.lee.843,Casey Lee,casey.lee.843@example.com,IN,45,2016-08-12,0.265
844,taylor.lee.844,Taylor Lee,taylor.lee.844@example.com,CA,37,2015-07-28,0.875
845,avery.lee.845,Avery Lee,avery.lee.845@social.net,DE,30,2014-05-29,0.997
846,sam.lee.846,Sam Lee,sam.lee.846@social.net,SG,42,2021-02-20,0.704
847,taylor.nguyen.847,Taylor Nguyen,taylor.nguyen.847@mail.com,IN,52,2024-10-30,0.344
848,alex.kim.848,Alex Kim,alex.kim.848@network.io,US,65,2015-12-24,0.622
849,morgan.kim.849,Morgan Kim,morgan.kim.849@mail.com,DE,21,2015-06-11,0.555
850,taylor.kim.850,Taylor Kim,taylor.kim.850@mail.com,UK,65,2019-12-31,0.539
851,riley.garcia.851,Riley Garcia,riley.garcia.851@network.io,IN,59,2020-05-14,0.77
852,avery.davis.852,Avery Davis,avery.davis.852@network.io,DE,31,2018-02-28,0.24
853,alex.lee.853,Alex Lee,alex.lee.853@mail.com,BR,32,2022-05-02,0.384
854,taylor.nguyen.854,Taylor Nguyen,taylor.nguyen.854@mail.com,IN,58,2017-03-21,0.748
855,alex.patel.855,Alex Patel,alex.patel.855@network.io,SG,35,2018-12-26,0.829
856,morgan.smith.856,Morgan Smith,morgan.smith.856@example.com,UK,19,2017-03-08,0.77
857,jordan.nguyen.857,Jordan Nguyen,jordan.nguyen.857@mail.com,AU,23,2017-09-06,0.432
858,taylor.brown.858,Taylor Brown,taylor.brown.858@example.com,DE,23,2024-10-26,0.757
859,morgan.kim.859,Morgan Kim,morgan.kim.859@example.com,BR,27,2023-02-01,0.509
861,alex.nguyen.861,Alex Nguyen,alex.nguyen.861@network.io,UK,29,2019-12-28,0.649
862,riley.lee.862,Riley Lee,riley.lee.862@example.com,US,49,2019-03-01,0.823
863,casey.brown.863,Casey Brown,casey.brown.863@social.net,CA,19,2023-11-19,0.309
864,alex.kim.864,Alex Kim,alex.kim.864@network.io,SG,63,2011-09-02,0.421
865,morgan.patel.865,Morgan Patel,morgan.patel.865@mail.com,CA,36,2016-06-28,0.982
866,alex.lee.866,Alex Lee,alex.lee.866@mail.com,DE,37,2011-01-05,0.964
867,taylor.lee.867,Taylor Lee,taylor.lee.867@mail.com,AU,18,2015-04-24,0.81
868,avery.nguyen.868,Avery Nguyen,avery.nguyen.868@network.io,BR,25,2016-12-30,0.928
869,avery.lee.869,Avery Lee,avery.lee.869@social.net,UK,29,2012-12-23,0.903
870,riley.garcia.870,Riley Garcia,riley.garcia.870@social.net,US,28,2024-05-07,0.626
871,sam.patel.871,Sam Patel,sam.patel.871@social.net,SG,61,2023-03-24,0.464
872,alex.kim.872,Alex Kim,alex.kim.872@example.com,CA,29,2022-09-11,0.953
873,jordan.kim.873,Jordan Kim,jordan.kim.873@network.io,SG,21,2020-11-02,0.847
874,taylor.nguyen.874,Taylor Nguyen,taylor.nguyen.874@network.io,DE,56,2012-12-13,0.481
876,avery.nguyen.876,Avery Nguyen,avery.nguyen.876@mail.com,US,65,2018-04-10,0.212
877,riley.kim.877,Riley Kim,riley.kim.877@mail.com,UK,33,2022-07-30,0.338
878,casey.lee.878,Casey Lee,casey.lee.878@mail.com,UK,29,2017-09-02,0.216
879,casey.brown.879,Casey Brown,casey.brown.879@social.net,UK,56,2011-10-22,0.342
880,alex.davis.880,Alex Davis,alex.davis.880@mail.com,UK,65,2014-08-22,0.255
881,avery.smith.881,Avery Smith,avery.smith.881@network.io,US,65,2022-07-23,0.904
882,casey.davis.882,Casey Davis,casey.davis.882@example.com,IN,59,2018-12-19,0.401
884,morgan.smith.884,Morgan Smith,morgan.smith.884@network.io,US,57,2014-01-22,0.218
885,jordan.nguyen.885,Jordan Nguyen,jordan.nguyen.885@example.com,US,37,2014-04-20,0.504
886,riley.lee.886,Riley Lee,riley.lee.886@mail.com,AU,49,2013-01-01,0.386
887,taylor.nguyen.887,Taylor Nguyen,taylor.nguyen.887@network.io,DE,56,2011-06-11,0.819
888,sam.davis.888,Sam Davis,sam.davis.888@network.io,BR,35,2023-04-25,0.652
889,morgan.lee.889,Morgan Lee,morgan.lee.889@social.net,DE,37,2015-01-05,0.522
890,sam.lee.890,Sam Lee,sam.lee.890@mail.com,IN,19,2012-08-25,0.343
893,avery.lee.893,Avery Lee,avery.lee.893@example.com,BR,29,2017-05-19,0.602
894,jordan.lee.894,Jordan Lee,jordan.lee.894@mail.com,BR,57,2010-10-18,0.361
895,jordan.nguyen.895,Jordan Nguyen,jordan.nguyen.895@social.net,CA,32,2022-12-03,0.627
896,avery.davis.896,Avery Davis,avery.davis.896@network.io,DE,58,2022-05-19,0.339
897,sam.smith.897,Sam Smith,sam.smith.897@mail.com,DE,39,2015-04-01,0.278
898,casey.kim.898,Casey Kim,casey.kim.898@example.com,US,60,2012-09-12,0.45
899,casey.lee.899,Casey Lee,casey.lee.899@social.net,DE,38,2023-12-12,0.839
900,morgan.garcia.900,Morgan Garcia,morgan.garcia.900@mail.com,US,34,2023-08-07,0.923
901,taylor.smith.901,Taylor Smith,taylor.smith.901@mail.com,AU,46,2019-12-13,0.608
902,alex.brown.902,Alex Brown,alex.brown.902@network.io,US,40,2011-04-18,0.975
903,morgan.brown.903,Morgan Brown,morgan.brown.903@mail.com,BR,30,2015-01-08,0.929
904,alex.kim.904,Alex Kim,alex.kim.904@social.net,IN,39,2016-04-25,0.347
905,taylor.kim.905,Taylor Kim,taylor.kim.905@network.io,BR,24,2021-07-25,0.333
906,casey.patel.906,Casey Patel,casey.patel.906@example.com,SG,55,2011-12-18,0.799
907,casey.brown.907,Casey Brown,casey.brown.907@network.io,BR,57,2015-12-29,0.415
908,taylor.garcia.908,Taylor Garcia,taylor.garcia.908@social.net,US,46,2014-10-12,0.239
909,jordan.kim.909,Jordan Kim,jordan.kim.909@network.io,US,24,2016-10-11,0.529
910,sam.patel.910,Sam Patel,sam.patel.910@social.net,US,20,2014-03-30,0.332
912,jordan.patel.912,Jordan Patel,jordan.patel.912@mail.com,AU,63,2022-02-21,0.941
913,morgan.davis.913,Morgan Davis,morgan.davis.913@network.io,BR,43,2023-10-20,0.319
914,morgan.smith.914,Morgan Smith,morgan.smith.914@social.net,IN,47,2024-11-24,0.905
915,avery.smith.915,Avery Smith,avery.smith.915@mail.com,IN,41,2016-01-12,0.533
916,casey.davis.916,Casey Davis,casey.davis.916@mail.com,US,42,2019-09-14,0.598
917,avery.garcia.917,Avery Garcia,avery.garcia.917@example.com,IN,44,2024-05-10,0.512
919,alex.nguyen.919,Alex Nguyen,alex.nguyen.919@social.net,DE,34,2022-03-15,0.948
920,riley.davis.920,Riley Davis,riley.davis.920@network.io,AU,43,2012-12-16,0.362
921,riley.garcia.921,Riley Garcia,riley.garcia.921@mail.com,AU,40,2010-06-24,0.724
922,morgan.nguyen.922,Morgan Nguyen,morgan.nguyen.922@mail.com,BR,51,2014-10-01,0.941
923,taylor.davis.923,Taylor Davis,taylor.davis.923@network.io,AU,62,2020-01-25,0.404
924,alex.brown.924,Alex Brown,alex.brown.924@social.net,AU,47,2017-03-28,0.504
925,sam.garcia.925,Sam Garcia,sam.garcia.925@social.net,US,22,2022-05-10,0.624
926,sam.kim.926,Sam Kim,sam.kim.926@example.com,AU,60,2014-10-18,0.526
927,morgan.nguyen.927,Morgan Nguyen,morgan.nguyen.927@network.io,UK,61,2011-12-11,0.52
928,riley.nguyen.928,Riley Nguyen,riley.nguyen.928@example.com,DE,26,2022-07-17,0.354
929,riley.garcia.929,Riley Garcia,riley.garcia.929@network.io,UK,22,2013-07-13,0.251
930,sam.lee.930,Sam Lee,sam.lee.930@mail.com,UK,45,2018-07-17,0.411
931,jordan.patel.931,Jordan Patel,jordan.patel.931@social.net,BR,35,2015-11-18,0.659
932,casey.patel.932,Casey Patel,casey.patel.932@social.net,DE,43,2020-09-21,0.395
933,avery.patel.933,Avery Patel,avery.patel.933@example.com,US,22,2016-09-11,0.402
934,casey.garcia.934,Casey Garcia,casey.garcia.934@example.com,DE,53,2016-07-13,0.67
935,alex.kim.935,Alex Kim,alex.kim.935@network.io,UK,55,2024-12-06,0.934
936,jordan.nguyen.936,Jordan Nguyen,jordan.nguyen.936@social.net,UK,52,2015-04-04,0.966
937,avery.smith.937,Avery Smith,avery.smith.937@mail.com,IN,41,2012-04-16,0.326
938,morgan.kim.938,Morgan Kim,morgan.kim.938@mail.com,SG,35,2014-09-29,0.43
939,taylor.patel.939,Taylor Patel,taylor.patel.939@mail.com,IN,41,2017-11-20,0.77
940,sam.brown.940,Sam Brown,sam.brown.940@example.com,AU,35,2020-10-09,0.846
941,morgan.lee.941,Morgan Lee,morgan.lee.941@example.com,IN,53,2021-09-21,0.674
942,sam.davis.942,Sam Davis,sam.davis.942@mail.com,US,57,2011-10-29,0.487
943,casey.garcia.943,Casey Garcia,casey.garcia.943@network.io,CA,49,2010-06-12,0.526
944,sam.nguyen.944,Sam Nguyen,sam.nguyen.944@network.io,BR,22,2014-02-23,0.661
945,alex.patel.945,Alex Patel,alex.patel.945@example.com,IN,21,2016-04-08,0.86
946,riley.nguyen.946,Riley Nguyen,riley.nguyen.946@example.com,AU,23,2015-06-15,0.445
947,sam.smith.947,Sam Smith,sam.smith.947@network.io,US,45,2016-04-02,0.764
948,alex.kim.948,Alex Kim,alex.kim.948@network.io,US,35,2015-11-11,0.689
949,jordan.davis.949,Jordan Davis,jordan.davis.949@mail.com,CA,34,2016-06-29,0.829
950,taylor.brown.950,Taylor Brown,taylor.brown.950@example.com,DE,36,2017-04-24,0.981
951,alex.nguyen.951,Alex Nguyen,alex.nguyen.951@mail.com,UK,39,2022-03-01,0.691
952,jordan.lee.952,Jordan Lee,jordan.lee.952@network.io,AU,50,2011-03-23,0.311
953,jordan.kim.953,Jordan Kim,jordan.kim.953@mail.com,DE,37,2019-10-16,0.287
954,avery.davis.954,Avery Davis,avery.davis.954@mail.com,DE,24,2012-05-04,0.935
955,avery.davis.955,Avery Davis,avery.davis.955@network.io,UK,29,2016-04-10,0.993
956,jordan.davis.956,Jordan Davis,jordan.davis.956@social.net,BR,30,2014-02-11,0.645
957,sam.davis.957,Sam Davis,sam.davis.957@social.net,IN,59,2012-12-17,0.454
958,morgan.nguyen.958,Morgan Nguyen,morgan.nguyen.958@social.net,SG,22,2017-12-01,0.574
959,alex.garcia.959,Alex Garcia,alex.garcia.959@example.com,SG,42,2022-06-18,0.829
960,morgan.garcia.960,Morgan Garcia,morgan.garcia.960@mail.com,IN,35,2012-12-03,0.587
961,avery.brown.961,Avery Brown,avery.brown.961@mail.com,SG,46,2020-05-22,0.631
962,morgan.nguyen.962,Morgan Nguyen,morgan.nguyen.962@mail.com,CA,39,2014-09-14,0.72
963,avery.lee.963,Avery Lee,avery.lee.963@social.net,DE,58,2022-11-09,0.996
964,casey.patel.964,Casey Patel,casey.patel.964@mail.com,DE,18,2019-12-15,0.364
965,alex.smith.965,Alex Smith,alex.smith.965@network.io,US,32,2013-12-23,0.617
966,avery.brown.966,Avery Brown,avery.brown.966@example.com,CA,21,2012-04-19,0.96
967,jordan.patel.967,Jordan Patel,jordan.patel.967@social.net,CA,65,2011-09-28,0.618
968,taylor.nguyen.968,Taylor Nguyen,taylor.nguyen.968@social.net,SG,44,2019-09-28,0.331
969,casey.kim.969,Casey Kim,casey.kim.969@example.com,SG,29,2019-04-17,0.728
970,casey.smith.970,Casey Smith,casey.smith.970@mail.com,DE,31,2019-01-18,0.684
971,avery.kim.971,Avery Kim,avery.kim.971@mail.com,US,54,2022-09-28,0.222
972,alex.garcia.972,Alex Garcia,alex.garcia.972@network.io,CA,45,2010-10-13,0.544
973,sam.kim.973,Sam Kim,sam.kim.973@social.net,SG,63,2021-09-28,0.844
974,casey.lee.974,Casey Lee,casey.lee.974@network.io,IN,28,2022-07-26,0.715
975,avery.lee.975,Avery Lee,avery.lee.975@mail.com,AU,40,2012-02-10,0.45
976,morgan.lee.976,Morgan Lee,morgan.lee.976@example.com,CA,55,2014-12-13,0.454
977,alex.brown.977,Alex Brown,alex.brown.977@mail.com,UK,33,2012-04-09,0.557
978,sam.patel.978,Sam Patel,sam.patel.978@social.net,CA,55,2019-02-04,0.344
979,jordan.garcia.979,Jordan Garcia,jordan.garcia.979@network.io,SG,44,2021-12-29,0.68
980,jordan.lee.980,Jordan Lee,jordan.lee.980@network.io,IN,43,2011-12-09,0.635
981,avery.davis.981,Avery Davis,avery.davis.981@social.net,SG,45,2012-10-27,0.449
982,alex.davis.982,Alex Davis,alex.davis.982@social.net,DE,51,2017-04-01,0.28
983,taylor.patel.983,Taylor Patel,taylor.patel.983@example.com,UK,40,2014-08-09,0.958
984,alex.davis.984,Alex Davis,alex.davis.984@network.io,SG,62,2018-09-13,0.412
985,alex.nguyen.985,Alex Nguyen,alex.nguyen.985@example.com,SG,49,2022-02-18,0.375
986,avery.lee.986,Avery Lee,avery.lee.986@network.io,SG,47,2014-05-29,0.476
987,riley.smith.987,Riley Smith,riley.smith.987@social.net,IN,42,2015-10-10,0.477
988,alex.lee.988,Alex Lee,alex.lee.988@mail.com,BR,30,2024-09-11,0.953
989,alex.patel.989,Alex Patel,alex.patel.989@network.io,DE,20,2017-02-23,0.889
990,morgan.lee.990,Morgan Lee,morgan.lee.990@mail.com,UK,31,2017-07-30,0.567
991,taylor.kim.991,Taylor Kim,taylor.kim.991@social.net,UK,58,2011-07-14,0.261
992,alex.nguyen.992,Alex Nguyen,alex.nguyen.992@example.com,SG,42,2012-02-19,0.26
993,avery.smith.993,Avery Smith,avery.smith.993@network.io,US,22,2013-07-07,0.24
994,morgan.nguyen.994,Morgan Nguyen,morgan.nguyen.994@example.com,CA,22,2010-11-11,0.494
995,sam.davis.995,Sam Davis,sam.davis.995@social.net,DE,24,2024-11-09,0.236
996,sam.nguyen.996,Sam Nguyen,sam.nguyen.996@network.io,US,25,2013-05-11,0.5
997,jordan.garcia.997,Jordan Garcia,jordan.garcia.997@example.com,SG,32,2011-03-27,0.921
998,riley.smith.998,Riley Smith,riley.smith.998@mail.com,AU,35,2018-04-19,0.204
999,avery.smith.999,Avery Smith,avery.smith.999@social.net,IN,18,2018-07-23,0.369
1000,taylor.smith.1000,Taylor Smith,taylor.smith.1000@network.io,BR,39,2011-03-27,0.908
1001,casey.brown.1001,Casey Brown,casey.brown.1001@social.net,US,61,2015-05-27,0.378
1002,taylor.brown.1002,Taylor Brown,taylor.brown.1002@social.net,US,65,2020-01-05,0.686
1003,alex.lee.1003,Alex Lee,alex.lee.1003@social.net,DE,25,2020-09-05,0.572
1004,avery.davis.1004,Avery Davis,avery.davis.1004@example.com,CA,41,2018-02-12,0.893
1005,sam.kim.1005,Sam Kim,sam.kim.1005@social.net,CA,47,2015-10-25,0.523
1006,riley.kim.1006,Riley Kim,riley.kim.1006@mail.com,AU,21,2014-09-18,0.727
1007,avery.patel.1007,Avery Patel,avery.patel.1007@mail.com,AU,39,2020-09-23,0.92
1008,casey.lee.1008,Casey Lee,casey.lee.1008@social.net,CA,23,2017-10-14,0.901
1009,alex.nguyen.1009,Alex Nguyen,alex.nguyen.1009@network.io,BR,58,2020-07-29,0.302
1010,jordan.nguyen.1010,Jordan Nguyen,jordan.nguyen.1010@network.io,AU,49,2012-10-26,0.564
1011,casey.brown.1011,Casey Brown,casey.brown.1011@network.io,SG,64,2024-08-13,0.384
1012,sam.patel.1012,Sam Patel,sam.patel.1012@mail.com,AU,38,2013-11-11,0.885
1013,sam.nguyen.1013,Sam Nguyen,sam.nguyen.1013@network.io,BR,58,2022-10-04,0.366
1014,sam.smith.1014,Sam Smith,sam.smith.1014@network.io,UK,40,2014-05-25,0.598
1015,jordan.lee.1015,Jordan Lee,jordan.lee.1015@network.io,AU,32,2014-12-25,0.667
1016,riley.smith.1016,Riley Smith,riley.smith.1016@mail.com,CA,53,2012-04-18,0.773
1017,alex.nguyen.1017,Alex Nguyen,alex.nguyen.1017@example.com,SG,55,2015-05-18,0.93
1018,taylor.garcia.1018,Taylor Garcia,taylor.garcia.1018@example.com,CA,59,2010-09-15,0.886
1019,casey.brown.1019,Casey Brown,casey.brown.1019@mail.com,US,40,2018-07-20,0.644
1020,sam.garcia.1020,Sam Garcia,sam.garcia.1020@network.io,US,63,2021-06-09,0.259
1021,taylor.smith.1021,Taylor Smith,taylor.smith.1021@social.net,UK,57,2022-03-17,0.652
1022,taylor.patel.1022,Taylor Patel,taylor.patel.1022@network.io,CA,31,2022-08-02,0.586
1023,sam.brown.1023,Sam Brown,sam.brown.1023@mail.com,BR,22,2023-11-05,0.342
1024,avery.davis.1024,Avery Davis,avery.davis.1024@social.net,AU,50,2024-12-26,0.966
1025,alex.kim.1025,Alex Kim,alex.kim.1025@social.net,DE,37,2013-12-07,0.733
1026,morgan.davis.1026,Morgan Davis,morgan.davis.1026@mail.com,BR,50,2019-08-21,0.728
1027,casey.smith.1027,Casey Smith,casey.smith.1027@social.net,BR,25,2011-06-08,0.605
1028,casey.nguyen.1028,Casey Nguyen,casey.nguyen.1028@social.net,CA,64,2010-04-26,0.475
1029,sam.davis.1029,Sam Davis,sam.davis.1029@social.net,US,20,2021-10-28,0.683
1030,avery.lee.1030,Avery Lee,avery.lee.1030@example.com,UK,59,2023-06-16,0.523
1031,casey.patel.1031,Casey Patel,casey.patel.1031@network.io,US,58,2023-03-08,0.257
1032,morgan.brown.1032,Morgan Brown,morgan.brown.1032@mail.com,IN,64,2011-01-28,0.777
1033,morgan.patel.1033,Morgan Patel,morgan.patel.1033@mail.com,CA,50,2011-01-05,0.436
1034,casey.smith.1034,Casey Smith,casey.smith.1034@example.com,AU,58,2021-03-04,0.976
1035,alex.garcia.1035,Alex Garcia,alex.garcia.1035@network.io,SG,46,2017-09-27,0.376
1036,sam.smith.1036,Sam Smith,sam.smith.1036@social.net,AU,65,2018-07-22,0.422
1037,avery.patel.1037,Avery Patel,avery.patel.1037@mail.com,BR,57,2023-08-12,0.331
1038,avery.kim.1038,Avery Kim,avery.kim.1038@example.com,DE,42,2013-02-15,0.356
1039,avery.kim.1039,Avery Kim,avery.kim.1039@example.com,DE,30,2022-12-08,0.59
1040,taylor.patel.1040,Taylor Patel,taylor.patel.1040@social.net,IN,65,2016-03-28,0.419
1041,taylor.kim.1041,Taylor Kim,taylor.kim.1041@social.net,UK,38,2017-10-20,0.373
1042,alex.lee.1042,Alex Lee,alex.lee.1042@social.net,UK,33,2020-08-26,0.644
1043,riley.nguyen.1043,Riley Nguyen,riley.nguyen.1043@example.com,US,27,2017-06-01,0.256
1044,morgan.brown.1044,Morgan Brown,morgan.brown.1044@social.net,UK,40,2013-12-19,0.654
1045,taylor.patel.1045,Taylor Patel,taylor.patel.1045@network.io,DE,30,2018-06-26,0.862
1046,avery.brown.1046,Avery Brown,avery.brown.1046@social.net,DE,38,2013-02-22,0.402
1047,casey.davis.1047,Casey Davis,casey.davis.1047@social.net,IN,39,2020-01-07,0.308
1048,avery.smith.1048,Avery Smith,avery.smith.1048@social.net,IN,61,2018-02-17,0.378
1049,casey.patel.1049,Casey Patel,casey.patel.1049@network.io,UK,40,2010-11-19,0.729
1050,avery.kim.1050,Avery Kim,avery.kim.1050@mail.com,AU,34,2013-03-15,0.997
1051,casey.lee.1051,Casey Lee,casey.lee.1051@network.io,BR,46,2013-07-11,0.743
1052,casey.davis.1052,Casey Davis,casey.davis.1052@example.com,US,38,2020-12-02,0.604
1053,taylor.garcia.1053,Taylor Garcia,taylor.garcia.1053@example.com,CA,57,2015-07-26,0.53
1054,morgan.nguyen.1054,Morgan Nguyen,morgan.nguyen.1054@social.net,AU,53,2020-09-09,0.267
1055,sam.patel.1055,Sam Patel,sam.patel.1055@social.net,DE,49,2023-10-30,0.857
1056,jordan.kim.1056,Jordan Kim,jordan.kim.1056@network.io,SG,52,2022-10-17,0.961
1057,morgan.garcia.1057,Morgan Garcia,morgan.garcia.1057@mail.com,BR,61,2024-12-03,0.758
1058,alex.garcia.1058,Alex Garcia,alex.garcia.1058@mail.com,UK,44,2010-11-30,0.306
1059,casey.lee.1059,Casey Lee,casey.lee.1059@network.io,CA,29,2014-11-07,0.326
1060,casey.smith.1060,Casey Smith,casey.smith.1060@social.net,AU,28,2019-06-13,0.356
1061,morgan.davis.1061,Morgan Davis,morgan.davis.1061@social.net,IN,58,2013-03-14,0.735
1062,riley.kim.1062,Riley Kim,riley.kim.1062@network.io,DE,34,2012-05-04,0.861
1063,alex.nguyen.1063,Alex Nguyen,alex.nguyen.1063@network.io,UK,25,2021-11-11,0.204
1064,avery.lee.1064,Avery Lee,avery.lee.1064@network.io,US,48,2011-05-10,0.373
1065,jordan.lee.1065,Jordan Lee,jordan.lee.1065@network.io,SG,61,2021-10-16,0.328
1066,taylor.kim.1066,Taylor Kim,taylor.kim.1066@social.net,AU,28,2022-09-09,0.497
1067,morgan.nguyen.1067,Morgan Nguyen,morgan.nguyen.1067@social.net,US,22,2024-01-24,0.679
1068,avery.garcia.1068,Avery Garcia,avery.garcia.1068@example.com,SG,65,2010-01-02,0.517
1069,taylor.garcia.1069,Taylor Garcia,taylor.garcia.1069@network.io,IN,27,2024-05-28,0.491
1070,riley.nguyen.1070,Riley Nguyen,riley.nguyen.1070@network.io,IN,20,2021-10-18,0.544
1071,alex.patel.1071,Alex Patel,alex.patel.1071@mail.com,US,59,2011-07-17,0.293
1072,riley.davis.1072,Riley Davis,riley.davis.1072@social.net,SG,59,2023-05-23,0.949
1073,riley.brown.1073,Riley Brown,riley.brown.1073@example.com,SG,31,2010-12-19,0.768
1074,morgan.kim.1074,Morgan Kim,morgan.kim.1074@example.com,CA,27,2012-02-24,0.637
1075,avery.patel.1075,Avery Patel,avery.patel.1075@network.io,BR,62,2017-08-29,0.517
1076,taylor.patel.1076,Taylor Patel,taylor.patel.1076@mail.com,CA,60,2021-10-23,0.277
1077,alex.patel.1077,Alex Patel,alex.patel.1077@network.io,DE,23,2011-01-01,0.593
1078,sam.davis.1078,Sam Davis,sam.davis.1078@example.com,CA,29,2010-03-22,0.671
1079,taylor.patel.1079,Taylor Patel,taylor.patel.1079@network.io,IN,54,2024-12-09,0.731
